file1,file2,co_changes
Generate,Encodings,7
Generate,List.bsh,12
Generate,Modes,5
Encodings,Generate,7
Encodings,List.bsh,7
List.bsh,Generate,12
List.bsh,Encodings,7
List.bsh,Modes,5
List.bsh,Insert,4
List.bsh,Plugins,4
Modes,Generate,5
Modes,List.bsh,5
Insert,Plugins,4
Insert,List.bsh,4
Plugins,Insert,4
Plugins,List.bsh,4
Mac,OS,4
Mac,X_keys.props,4
OS,Mac,4
OS,X_keys.props,4
X_keys.props,Mac,4
X_keys.props,OS,4
